studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,10thmark,12thmark,cutoff,Annualincome,community,extracurricularinfo,gender,age,numberofprojects,numberofresearchpapers,levelofresearchpapers,competitions,gatescore,grescore,gmatscore,catscore,toeflscore,ieltsscore,leetcodecount,codechefstars,languagesknown,onlinecourses,internship,preferredcountry,preferreddegree,preferredcourse
Christie Bryant,S585577,Mechanical,C,3rd,2026,6/1/1998,"3842 Melinda Island Apt. 247
Lake Richard, CT 01866",001-838-834-1917x718,jeremy51@example.net,3.99,79,97,74,105562,SC,Arts,Female,30,0,1,Local,None,21,340,693,70,98,4,30,5,English,Udacity,No,Canada,PhD,Data Science
Matthew Duran,S572342,Computer Science,A,3rd,2025,7/22/1995,"36553 Timothy Curve Suite 394
Larafurt, VI 92887",-5267,froman@example.net,2.82,88,60,92,71596,General,Arts,Male,30,9,1,International,Hackathon,11,323,717,90,11,2,4,0,Spanish,None,Yes,Germany,M.Tech,Machine Learning
Stephanie Robbins,S207991,Mechanical,A,4th,2027,8/24/2005,"561 Joel Overpass Apt. 433
Frostberg, MO 09646",516-279-4648x01468,andrea67@example.net,7.07,55,62,89,95787,ST,Music,Other,19,1,5,Local,Hackathon,66,299,582,8,78,6,98,3,German,edX,Yes,Australia,PhD,Data Science
Dr. Troy Turner,S578689,Computer Science,A,4th,2027,11/3/1999,"7760 Bishop Lodge
East Alexisborough, KS 96747",(831)453-8380x1555,mrice@example.com,2.38,90,100,52,48934,ST,Sports,Other,24,0,0,Local,Quiz,32,266,708,60,16,9,82,3,German,edX,No,Australia,M.Tech,Data Science
Jessica Ortiz,S217822,Data Science,C,3rd,2025,1/13/1999,"3883 Holland Knoll Apt. 327
Evanschester, WI 11827",801-836-3577x41913,livingstonryan@example.com,6.85,72,51,96,38925,ST,None,Male,20,6,4,Local,Hackathon,70,287,536,57,92,4,44,5,Chinese,edX,No,Germany,MBA,Software Engineering
Mrs. Amber Hill,S580766,Computer Science,A,1st,2027,9/22/1994,"5827 Paige Skyway
Port Thomas, IN 42676",408-245-5085x46184,younglynn@example.net,0.41,66,84,83,119509,ST,Sports,Male,30,2,2,International,Coding Contest,97,340,494,49,53,3,95,0,Spanish,Coursera,Yes,Germany,M.Sc,Machine Learning
Crystal Harrington,S636040,Electronics,A,2nd,2025,11/27/2000,"9431 Manning Mount
Joshuaton, MT 75339",001-490-331-2853x551,webstermatthew@example.org,5.33,89,90,54,68482,OBC,Sports,Female,24,1,4,National,Hackathon,50,339,717,88,83,1,28,2,French,edX,Yes,Australia,M.Sc,Software Engineering
Julie Mcneil,S314370,Data Science,B,4th,2025,9/20/2004,"43788 Cole Rapid
Lake Danielmouth, KY 74091",360.567.5569x420,haleleah@example.com,9.32,62,94,68,68644,General,None,Other,24,1,2,National,Hackathon,39,288,461,88,82,1,18,1,French,Coursera,Yes,Germany,MBA,Software Engineering
Kelly Raymond,S438778,Data Science,B,3rd,2025,4/19/1994,"8469 Williams Rapids Suite 707
Williamport, AZ 78305",2874737566,gregorybaker@example.net,8.3,93,80,70,60806,OBC,Arts,Female,29,3,5,Local,None,29,333,760,17,43,6,60,0,English,None,Yes,USA,PhD,AI
Christopher White,S387001,Computer Science,C,4th,2028,3/6/1999,"7983 Fitzgerald Point Apt. 398
Stephanieborough, MD 95624",9702877337,vcurtis@example.org,1.31,59,64,82,66659,General,Sports,Other,23,7,5,Local,Quiz,66,302,262,44,62,4,46,5,Chinese,None,Yes,Australia,MBA,Machine Learning
Jessica Taylor,S112769,Data Science,A,3rd,2025,3/2/2001,"0075 Cummings Green
Port Craig, MA 75631",(554)742-5986,anthonythompson@example.com,3.54,65,84,70,82859,General,Sports,Female,30,3,2,National,Quiz,95,274,545,75,112,4,82,2,French,edX,No,Canada,M.Sc,Data Science
Kenneth Boyer,S933361,Mechanical,A,3rd,2027,5/31/1999,"0617 Walton Island
Madisonside, NH 90616",(723)333-4611x1213,perezkelli@example.net,6.79,76,100,97,60512,ST,None,Female,27,2,1,International,Hackathon,4,284,716,80,72,6,78,5,Chinese,Udacity,No,Australia,PhD,AI
Rebecca Garcia,S958821,Data Science,B,2nd,2027,9/15/1999,"41003 Moore Crossing
Alvarezton, NE 53090",+1-444-650-6071x62850,kimberlyguerrero@example.org,6.01,70,80,73,43239,ST,Music,Other,29,2,0,National,Coding Contest,51,309,506,57,67,3,74,0,Chinese,Udacity,No,USA,MBA,Software Engineering
Jared Ibarra,S808547,Data Science,C,3rd,2026,9/26/2003,"PSC 7445, Box 6274
APO AE 38290",001-901-721-7878,lopezmichael@example.org,2.62,76,95,61,116356,SC,Arts,Other,24,0,0,National,Hackathon,80,317,213,100,95,3,26,5,English,None,Yes,Canada,M.Tech,Data Science
Elizabeth Lane,S874888,Data Science,A,1st,2028,7/7/2005,"41040 Liu Branch
West David, DE 75356",-9757,mary78@example.net,0.64,76,100,91,115839,SC,None,Male,21,2,1,International,Quiz,24,332,452,12,115,3,24,5,English,edX,No,USA,M.Sc,Machine Learning
Brooke Allen,S297515,Computer Science,B,3rd,2025,4/25/1997,"1295 Ross Knoll Apt. 253
Adrianhaven, MD 55603",(605)223-2261x6946,ryan43@example.com,1.18,76,58,91,53045,General,Music,Female,21,8,5,National,Hackathon,89,340,459,62,65,4,9,2,Spanish,Coursera,Yes,Australia,MBA,Data Science
Makayla Barron,S252798,Electronics,A,4th,2025,1/3/1996,"PSC 1356, Box 0573
APO AE 65436",708.504.8190x9122,gregorymarshall@example.com,4.76,57,70,54,76416,ST,None,Other,20,2,2,National,Hackathon,24,339,262,92,15,0,41,1,French,Coursera,Yes,USA,PhD,AI
Sean Hartman,S734153,Data Science,C,1st,2027,5/17/2006,"615 Ball Flats Apt. 893
Aprilbury, NV 66079",915.684.1028x8319,morrisrobert@example.com,6.27,67,68,62,111267,ST,Arts,Other,29,1,4,Local,Quiz,19,330,387,76,3,3,7,0,German,Udacity,No,Australia,M.Tech,AI
Ryan Taylor,S727405,Data Science,A,1st,2027,9/21/1995,"212 Megan Island
Lake Victoria, OK 90609",+1-557-994-0080x315,kevinvaughn@example.com,1.11,80,81,74,55028,SC,Music,Female,26,0,4,Local,Hackathon,61,308,274,83,43,5,73,1,English,Coursera,Yes,UK,M.Tech,Data Science
Megan Hodges,S207925,Electronics,C,1st,2025,3/12/1994,"613 Williams Shoal Suite 350
Flynnstad, RI 29615",001-465-233-1980x57172,kennethwashington@example.org,0.82,73,58,71,55616,OBC,Sports,Male,24,9,3,National,None,5,319,752,7,85,4,27,3,Spanish,Coursera,No,Australia,M.Sc,AI
Deborah Ballard,S418820,Mechanical,C,2nd,2028,7/9/1998,"0117 Graham Pines
Hubbardport, FL 49829",(434)403-9280,ybarnett@example.org,4.36,53,58,91,113296,ST,Sports,Male,30,3,2,International,Hackathon,14,305,345,31,101,8,21,5,German,edX,Yes,Germany,M.Tech,Machine Learning
Victoria Stewart,S440064,Electronics,C,4th,2025,3/30/2004,"12394 Deanna Burgs Apt. 100
Ginafort, CT 91029",(951)721-3090,sheri38@example.net,4.98,62,53,76,48471,ST,Sports,Male,22,6,2,International,Hackathon,64,273,368,28,67,3,64,2,Chinese,Coursera,No,Canada,M.Tech,AI
Brandy Smith,S351008,Computer Science,C,4th,2028,10/31/1995,"554 Hernandez Curve
New Normashire, VA 59442",(500)679-7538x9718,michaelgraves@example.net,0.32,70,56,89,51879,ST,None,Male,19,10,3,National,None,32,308,356,82,36,4,88,5,English,edX,Yes,USA,M.Sc,Machine Learning
Michael Warner,S307427,Electronics,C,1st,2025,12/30/1999,"4432 Michael Junctions
Richardberg, MD 12661",(674)407-6696x890,griley@example.org,5.16,53,85,55,103945,ST,Sports,Other,23,2,5,National,Quiz,55,260,691,49,72,6,55,5,French,Udacity,Yes,Canada,M.Tech,Software Engineering
Melanie Snyder,S347168,Computer Science,A,1st,2025,7/3/2001,"2243 Walker Fork Apt. 811
Sethport, GA 12299",906.678.1020x789,gabriel40@example.org,7.6,72,76,92,79171,SC,Sports,Other,27,10,4,International,Hackathon,57,270,208,74,56,0,18,1,English,edX,No,Germany,MBA,Software Engineering
Jennifer Bernard,S655680,Data Science,B,1st,2026,11/12/2002,"3106 Brown Well Suite 672
Brookstown, OH 71337",2809060689,vincent67@example.com,3.4,77,78,69,70209,SC,Sports,Other,18,3,4,International,None,31,302,746,20,70,9,35,5,Chinese,None,Yes,Germany,MBA,AI
Mrs. Leah Thomas,S496714,Computer Science,C,3rd,2025,11/26/1994,"98007 Dominguez Loop Apt. 481
Goodwinville, ID 98463",344-856-3675,nicolegarcia@example.org,1.51,61,78,61,41755,OBC,None,Female,20,0,2,International,Quiz,97,340,225,81,4,6,58,3,French,Udacity,Yes,Australia,M.Sc,Machine Learning
Frank Mullen,S983757,Electronics,A,3rd,2025,3/13/2002,"USNV Payne
FPO AE 08781",206-723-5880x1951,allenkimberly@example.org,8.64,64,77,82,36842,SC,Arts,Female,27,3,4,Local,None,10,260,634,27,6,8,1,5,English,None,Yes,UK,MBA,Data Science
Christopher Mills,S192474,Electronics,C,1st,2027,5/20/1997,"126 Moore Parkways
Alexisport, WV 35072",+1-597-521-0469x38732,roachsonya@example.net,2.02,55,98,66,104340,OBC,Arts,Male,27,10,2,International,Hackathon,2,286,648,15,90,6,94,4,Spanish,None,Yes,USA,M.Tech,Data Science
Kelly Lynn,S687162,Data Science,C,3rd,2028,5/2/2002,"82347 Holly Mission
Beckymouth, UT 63961",929.303.6060x1613,bennetttracy@example.org,4.39,94,97,78,83020,General,Sports,Other,30,5,2,Local,Quiz,5,290,800,12,49,5,2,4,Chinese,Coursera,No,Canada,M.Sc,Software Engineering
Felicia Mcintosh,S564001,Electronics,B,1st,2025,7/23/2002,"0258 Melissa Springs Apt. 888
Port Lisabury, OK 18861",288-469-0379x023,seanmcdonald@example.com,7.36,75,80,87,52501,SC,Music,Female,28,6,0,International,Coding Contest,59,303,291,34,89,1,95,0,Chinese,edX,No,USA,MBA,AI
Judy Morales,S131594,Electronics,C,1st,2027,3/25/2000,"7436 Morris Flats
North Stacyland, MH 15133",001-228-531-3684x6322,pughjennifer@example.com,9.99,83,93,97,87269,SC,Music,Male,22,10,3,National,Quiz,98,320,619,47,86,9,40,0,German,None,Yes,Australia,PhD,AI
Tara Phelps,S685648,Mechanical,B,1st,2025,9/4/1996,"49448 Gaines Trafficway Apt. 204
Ethanshire, AS 33375",(661)535-5315,zzhang@example.net,0.11,53,82,50,64957,OBC,Sports,Male,19,6,4,National,None,75,270,666,43,107,3,34,5,English,edX,No,Germany,M.Sc,Data Science
Christine White,S690824,Data Science,C,2nd,2027,4/4/2005,"420 Clark Grove
Stevenview, CO 46308",361.243.5282,michaeljackson@example.org,6.97,54,92,57,115903,OBC,Sports,Other,30,7,0,Local,None,84,324,438,77,87,9,31,1,Chinese,edX,Yes,Australia,MBA,Data Science
Shelby Hendricks,S638812,Mechanical,A,2nd,2028,1/27/2001,"193 Cameron Mountains Apt. 184
East Daniel, SC 22797",751.888.5474,bdavis@example.com,8.86,100,94,81,81304,SC,None,Male,30,0,1,International,None,4,303,358,61,74,9,41,0,Spanish,Coursera,Yes,Canada,M.Sc,Software Engineering
Victoria Higgins,S362992,Electronics,B,1st,2026,2/3/1994,"3056 Mcguire Pine
Melanieberg, WI 61200",355-883-5447x504,christopher18@example.com,7.94,52,63,100,84914,SC,None,Female,25,1,2,Local,Hackathon,4,278,662,8,94,1,92,1,French,Coursera,No,USA,M.Tech,AI
Erin Smith,S857839,Computer Science,B,2nd,2026,11/21/2002,"569 Williams Coves
Kristenborough, NC 82917",001-600-376-1258,smithmelissa@example.com,8.72,89,51,61,86693,OBC,None,Male,21,7,3,National,Hackathon,92,288,643,100,8,8,54,0,Chinese,edX,No,USA,MBA,Data Science
Kimberly Clark,S555344,Electronics,B,2nd,2027,4/1/2001,"849 Cook Inlet
Nelsonport, CA 25230",(942)439-7979x8435,amanda23@example.org,3.03,88,68,88,62696,SC,Arts,Other,21,3,5,National,Quiz,20,325,778,19,73,0,18,5,Chinese,None,No,Canada,MBA,AI
Randall Scott,S198926,Computer Science,B,1st,2026,12/28/2001,"1305 Smith Key Apt. 933
Holtmouth, IL 72261",216.512.5142x92718,joseph63@example.com,1.89,78,87,68,44303,General,Arts,Female,30,9,0,International,None,6,289,592,31,16,6,56,1,Spanish,edX,No,Australia,M.Tech,Software Engineering
Michael Hall MD,S430617,Computer Science,C,1st,2025,10/5/1995,"2268 Russell Inlet
Chapmanberg, AL 30998",001-388-300-8548x2938,ericgreen@example.net,0.71,81,51,87,41456,OBC,Sports,Female,29,3,5,Local,None,3,317,736,43,21,3,92,1,German,Coursera,Yes,Canada,PhD,Data Science
David Dean,S350852,Electronics,B,3rd,2025,10/21/2001,"USNV Garza
FPO AA 93326",902-834-7771x8897,lukecase@example.com,0.04,63,56,75,41279,SC,Sports,Female,22,9,1,National,None,45,275,214,66,23,2,65,0,German,Coursera,No,UK,PhD,Machine Learning
Amber Williams,S393036,Mechanical,A,4th,2025,9/29/1997,"3573 Garcia Key
Port Jennifer, OK 17439",(536)824-7868,morrisonariel@example.com,6.31,84,79,89,101492,SC,Arts,Female,31,4,4,International,Quiz,5,327,648,79,11,7,54,5,French,Coursera,Yes,Australia,PhD,Software Engineering
Melissa Rose,S711487,Computer Science,C,2nd,2025,7/5/1996,"13313 Juan Throughway
Emilyfort, CA 91102",+1-855-948-0889x005,imontgomery@example.com,0.18,56,99,72,35524,OBC,Arts,Female,27,4,4,National,Coding Contest,82,339,384,49,16,2,29,3,Spanish,Coursera,No,Australia,MBA,Data Science
Steven Glass,S977656,Computer Science,C,3rd,2028,9/19/2001,"433 Teresa Union Suite 427
West Richardmouth, MP 69710",6703147946,andreaperkins@example.com,4.89,78,78,75,73741,SC,Music,Other,26,10,5,Local,None,54,312,716,31,84,2,29,0,English,edX,Yes,Australia,M.Sc,AI
Mary Mack,S771741,Data Science,C,1st,2027,11/19/2000,"31606 Dean Orchard
Barronchester, PA 99286",+1-699-759-7983x33802,matthew67@example.net,2.52,57,84,77,98392,SC,None,Male,27,1,5,National,None,41,297,543,43,95,6,67,3,Chinese,edX,Yes,Australia,M.Sc,Data Science
Andrea Ramos,S357944,Computer Science,B,1st,2028,4/11/1999,"56700 Baker Stream
Johnview, HI 89803",001-809-561-5600x4714,mmay@example.com,2.68,86,79,97,51267,OBC,Sports,Other,20,8,4,International,Coding Contest,50,281,594,70,108,1,87,3,German,Udacity,No,USA,M.Sc,Software Engineering
Amy Ware,S431257,Computer Science,C,4th,2028,11/15/1996,"9408 Susan Village
North Deniseland, ID 56851",(859)914-9434x6441,waremegan@example.net,4.52,99,62,71,110517,ST,None,Female,25,7,5,International,Coding Contest,26,319,377,16,92,3,55,3,French,Udacity,Yes,Australia,M.Sc,Machine Learning
Jeffrey Wallace,S523103,Mechanical,C,3rd,2025,4/19/2002,"43664 Walker Run Apt. 524
Sarahport, OK 35614",433-757-1373,gordonmary@example.org,0.91,57,50,85,90686,SC,Music,Female,27,3,4,Local,Coding Contest,29,305,256,42,37,9,19,2,French,None,Yes,Canada,M.Sc,Data Science
Kevin Rhodes,S270000,Electronics,A,2nd,2025,3/4/1995,"244 Shane Locks
Brettburgh, GA 68462",355-439-8590,dawn20@example.com,0.09,92,93,60,56706,OBC,None,Other,26,2,5,National,Coding Contest,18,306,675,87,4,6,67,1,Chinese,Coursera,Yes,UK,PhD,Machine Learning
Michael Hayden,S878873,Data Science,C,1st,2025,1/22/2004,"739 Jason Turnpike
North Keith, NV 35972",4975576343,sanchezlarry@example.net,0.28,69,71,64,41354,General,Music,Other,26,8,4,Local,Quiz,71,284,311,4,116,7,30,4,Spanish,Udacity,No,USA,PhD,Machine Learning
Sarah Frye,S433426,Electronics,B,3rd,2027,3/1/1999,"1683 Bradley Freeway
Suarezmouth, NM 34379",+1-958-956-6061x2947,jamestorres@example.com,6.36,59,95,51,97801,General,Arts,Male,30,8,1,National,None,41,328,330,53,73,0,37,3,English,None,No,Canada,M.Tech,AI
Mr. John Stone,S930203,Computer Science,C,2nd,2025,10/9/2001,"1265 Sharon Station
North Michaelfurt, DE 61127",635.264.0216x431,caroline29@example.org,1.02,93,88,88,95608,SC,Music,Other,23,1,5,Local,Coding Contest,67,281,523,33,77,5,24,1,French,Udacity,No,Canada,MBA,Data Science
Jeffrey Barrett,S146837,Electronics,A,1st,2025,9/12/2003,"9739 Cameron Branch
New Theresa, DE 88481",630.334.1478x5056,andrew52@example.com,8.36,59,91,98,114850,ST,Arts,Female,19,5,0,International,Hackathon,72,325,382,100,91,2,2,2,Chinese,None,Yes,USA,PhD,Data Science
Robert Duncan,S834172,Mechanical,B,2nd,2026,7/25/2004,"077 Flynn Loop Suite 558
East Jessica, NJ 21444",584.564.1258,lcampbell@example.net,1.57,70,87,80,108594,OBC,Arts,Female,25,1,3,Local,Hackathon,83,333,634,44,119,9,37,1,German,edX,No,UK,MBA,Machine Learning
Rachel Herrera,S678980,Electronics,C,3rd,2026,12/16/2001,"06768 Scott Meadows
New Jennifermouth, WY 51012",+1-933-253-0825x2477,anna41@example.net,5.75,51,87,52,94860,ST,Sports,Male,26,6,5,International,Coding Contest,10,303,589,92,44,9,88,5,Chinese,Udacity,No,UK,MBA,AI
Matthew West,S210911,Electronics,A,4th,2028,8/6/1999,"9801 Bryan Plain Apt. 988
West Dalemouth, NM 71154",+1-842-342-4743x044,chughes@example.com,2.27,73,73,96,31360,ST,Arts,Other,26,3,1,National,Coding Contest,13,305,429,58,57,7,46,3,Spanish,edX,No,Germany,M.Tech,Software Engineering
Billy Brown,S686736,Electronics,A,1st,2028,5/27/2002,"51525 Christie Mountains
Cynthialand, NY 07542",879-252-5138,tramos@example.net,3.15,75,65,84,113985,ST,Arts,Female,20,4,1,International,Hackathon,0,278,454,4,59,7,41,3,Spanish,edX,Yes,USA,M.Sc,Software Engineering
Adam Wallace,S778407,Data Science,C,3rd,2028,8/14/1997,"46975 Parsons Villages Suite 457
Ashleytown, WA 49133",(691)221-3419x80843,christianhoward@example.org,0.34,85,56,70,88553,ST,Music,Female,29,6,0,National,None,16,260,211,56,4,2,35,5,Chinese,Udacity,Yes,Germany,PhD,Data Science
Troy Lewis,S106357,Mechanical,A,1st,2028,11/29/1994,"5406 Neal Road Apt. 523
Lake Catherineton, ND 22551",001-223-346-6160x06273,richardtodd@example.org,3.98,55,72,85,30532,ST,Arts,Female,21,2,2,Local,None,35,300,255,51,88,5,76,2,English,edX,No,USA,MBA,AI
William Hernandez,S595511,Computer Science,A,2nd,2026,12/25/1997,"149 Sarah Drives
Lake Josephview, CT 29190",601.946.2242x5371,lauren41@example.com,0.76,89,83,67,48991,ST,Music,Male,19,3,3,National,None,34,331,632,76,80,1,35,2,English,Udacity,Yes,Canada,M.Sc,Machine Learning
Andrew Duran,S587573,Computer Science,A,1st,2028,4/14/1999,"1041 Cooper Viaduct
Robinsonshire, NC 38111",343-231-7273x317,bdickerson@example.com,0.06,53,70,57,83568,SC,Sports,Male,22,2,5,National,Coding Contest,18,326,545,50,67,9,63,0,French,None,Yes,USA,M.Sc,Machine Learning
Miranda Hahn,S889656,Data Science,C,3rd,2026,8/20/2001,"63276 Melissa Green
East Terri, GU 73266",223.886.8188x96696,rachelgonzalez@example.net,0.74,99,80,75,41840,OBC,Music,Male,20,1,1,International,Hackathon,15,272,273,90,17,5,87,5,French,Udacity,No,USA,MBA,Machine Learning
Jamie Horne,S486155,Computer Science,C,4th,2028,3/8/1997,"7618 Woodward Circle
South Anthonymouth, ME 30717",612.851.4050,rebecca92@example.com,1.79,99,61,64,101920,General,None,Male,19,0,2,International,Coding Contest,14,277,745,10,50,2,91,3,English,edX,Yes,UK,M.Sc,Data Science
Abigail Johnson,S258689,Mechanical,A,3rd,2026,3/1/2000,"65973 William Crest
West Robert, OR 92190",(739)781-2491,jacqueline11@example.com,5.99,63,99,84,69434,General,Music,Male,21,5,1,National,Quiz,65,314,267,9,82,9,87,5,French,Coursera,No,UK,M.Sc,Software Engineering
Tyler King,S235883,Electronics,B,3rd,2025,1/14/1995,"967 Timothy Plaza
West Kristin, TN 15103",+1-471-454-5939x61010,taylorjennifer@example.net,2.98,78,99,65,75708,ST,Music,Other,23,3,2,National,Hackathon,60,324,555,71,101,9,76,3,Spanish,Udacity,Yes,Canada,MBA,Data Science
Mary Peterson,S326763,Data Science,B,4th,2025,11/9/2000,"667 Elizabeth Summit
Wellsside, MO 58139",895-454-2970,michelebarnes@example.org,8.7,60,61,94,118266,General,None,Other,26,2,5,International,None,92,319,652,97,64,9,72,5,Spanish,edX,No,Canada,MBA,Data Science
Richard Sanchez,S910551,Electronics,B,3rd,2028,4/2/1994,"6829 Carter Parkway
Rileyville, GA 01305",(624)794-4901x8940,alexanderroach@example.net,1,65,56,71,66617,General,Sports,Male,30,1,5,National,Hackathon,28,304,419,55,79,8,62,1,German,Udacity,No,USA,MBA,Data Science
Brandon Murray,S525229,Data Science,B,3rd,2028,4/15/2004,"322 Cabrera Road Apt. 928
North Luiston, MH 97554",8415373610,franklincesar@example.org,6.93,90,54,83,82796,OBC,Music,Female,18,1,1,National,None,16,305,452,92,56,2,78,4,German,Udacity,No,UK,M.Sc,Machine Learning
Steven Griffin,S336420,Electronics,C,4th,2027,6/16/1994,"946 Jason Dale
Robinsontown, GA 51410",(689)864-3732x89294,tonya42@example.org,2.64,95,88,97,80070,ST,Music,Female,23,4,4,International,Hackathon,19,321,506,21,44,4,50,5,Spanish,Coursera,No,Canada,M.Sc,Software Engineering
Gerald Montgomery,S300341,Mechanical,B,1st,2026,3/3/1999,"Unit 0731 Box 4887
DPO AA 68353",(771)355-0645x67739,murphymichael@example.com,1.45,89,100,67,34762,SC,None,Male,21,5,2,National,None,100,331,381,1,81,5,23,1,German,None,Yes,Canada,MBA,Software Engineering
Jose Hill,S638552,Electronics,A,4th,2027,9/6/2000,"36250 Jasmine Square Suite 755
Suarezville, MT 84434",001-860-824-6204,sandersmelissa@example.org,4.82,76,72,63,76090,General,Sports,Female,29,10,0,National,None,63,313,700,93,73,7,93,2,English,edX,No,USA,PhD,AI
Alicia Lee,S756892,Data Science,C,3rd,2028,9/23/1993,"68185 Cohen Highway Apt. 673
North Shannonland, VA 18578",(633)609-9937x223,floydbrandon@example.net,2.25,72,56,86,49221,SC,Arts,Female,24,6,5,International,Quiz,50,283,756,60,111,5,50,0,Spanish,None,No,Germany,M.Tech,Data Science
Linda Edwards,S776273,Computer Science,A,2nd,2028,7/22/1994,"88734 Bell Island Apt. 933
Port Donna, VT 46374",-3940,caitlinfernandez@example.com,7.89,73,59,61,109890,General,Sports,Female,19,7,2,National,Coding Contest,94,329,623,9,83,5,11,0,Spanish,edX,No,Australia,PhD,Machine Learning
Bethany Brooks,S888872,Mechanical,A,3rd,2026,11/11/1999,"172 Charles Wall
Cassieton, SD 80440",444-531-6379x3993,ppeterson@example.org,0.57,59,53,81,110899,General,Sports,Male,24,4,3,National,Hackathon,38,291,575,67,107,9,30,1,Spanish,None,No,Australia,PhD,Data Science
Gina Morgan,S427089,Data Science,B,2nd,2026,11/30/2002,"7132 Lambert Cliff Apt. 721
Murphyton, SD 31421",(342)266-6101x8635,leenicholas@example.net,9.14,71,89,68,85275,General,Sports,Female,30,1,2,Local,Hackathon,59,280,560,84,11,8,60,4,German,Udacity,No,UK,M.Tech,AI
Aaron Martin,S398298,Mechanical,A,1st,2027,5/15/2005,"481 Michele Lane Apt. 363
Jimstad, OH 06373",001-698-852-3283x6506,kennethharrison@example.org,9.08,61,62,78,86449,OBC,None,Female,25,7,4,International,None,73,292,623,37,33,0,48,4,Chinese,Coursera,Yes,UK,MBA,AI
Cassidy Daniels,S635913,Computer Science,A,1st,2027,9/14/2001,"4858 Ann Estates
Michaelshire, FM 03096",001-333-749-6948x384,nicolemurphy@example.com,8.26,61,52,53,95359,OBC,None,Other,25,10,5,Local,None,44,274,558,18,2,2,54,5,French,Coursera,No,Australia,PhD,AI
Courtney Norman,S835105,Computer Science,B,2nd,2028,4/22/2005,"9683 Hardin Mill Apt. 508
Nicholasberg, SC 52947",358.837.5024,patrickjohnson@example.org,9.3,98,96,88,108771,General,Sports,Male,24,0,5,National,Coding Contest,30,337,357,88,69,6,93,1,Chinese,Coursera,No,Canada,MBA,Data Science
